,A,فاکتور1,فاکتور 2
0,1,-25.759221260650612,-146.8232759361535
1,1,4.295394978407905,-28.78556048685902
2,1,-0.489339917912919,-5.780586852308454
3,1,0.10613093721299438,-0.8191207021572742
4,1,-1.7882335636268305,-29.698329440609914
5,1,1.4428155104625917,0.1811118447207592
6,1,1.7987759520094544,8.098495554942406
7,1,-0.03512808920593728,-5.980985247309575
8,1,-0.5293793698237572,-8.011643774070121
9,1,-2.0512896444165896,-16.947508701745726
10,1,0.017667797582469127,-6.877528305469891
11,1,-1.8923606851840638,-17.09452539251831
12,1,-4.474710923429496,-33.26899848197615
13,1,-0.24141506607079222,-11.841170686969846
14,1,0.4564881301211276,6.7570975111747
15,1,0.008196507232807126,-0.27268223707303485
16,1,0.41926244135958385,4.783144797966066
17,1,0.026016308099873726,0.6641573259068378
18,1,-0.20148485216453904,0.4685663374023958
19,1,0.6810933101565833,4.76128375573376
20,1,1.1763651859724826,7.318620258734046
21,1,1.0089596077219278,7.958619306192929
22,1,0.990942364302262,8.205600903809453
23,1,0.7172116925692635,5.49011227072488
24,1,0.7930828421173582,5.811573855875665
25,1,0.7469589544307476,4.721895414979198
26,1,0.37651939396265466,5.051671363594082
27,1,0.3871147952276502,5.942345182057678
28,1,0.26759076202620474,1.5435608819281144
29,1,1.1807229507230574,10.706093009587914
30,1,-0.032685282582143704,1.3013734267240324
31,1,0.3141836284645335,4.424022647771453
32,1,0.5157074452225567,5.42359258592149
33,1,0.47612097512827395,3.6863346240605175
34,1,0.44217329956820844,4.042711099489308
35,1,0.7296531418308033,5.721823655884967
36,1,0.13181430898761923,0.2091878262187819
37,1,-0.07297430534009927,0.45915659375313045
38,1,-0.018464037060858113,0.6587156031245155
39,1,1.16721954638421,9.2102442794304
40,1,1.1216373465911598,8.29967664750808
41,1,0.4661331301366732,7.1186280981147405
42,1,0.3337434585011091,3.30271235421013
43,1,0.7700824203580812,7.743144830835174
44,1,0.977881766184255,8.20655025021894
45,1,0.785830551415869,8.721399137014982
46,1,0.5559446613344182,7.1473915327430095
47,1,0.7375241679014083,6.758306222050017
48,1,0.6440227717471352,6.810981583187007
49,1,0.7105475982504776,6.167320766135375
50,1,0.6590384815884959,6.294619577338482
51,1,0.6065814313583051,5.7150243541814785
52,1,0.09053959090638758,1.4780252620735514
53,1,0.422282162398309,4.813710721205319
54,1,1.001346735197305,7.938314300579533
55,1,0.943932174187627,7.86813712102807
56,1,0.9935105325610927,7.961154827675976
57,1,-0.06852255806088872,0.7424621542257404
58,1,0.11178089229292956,2.1805782339114526
59,2,-0.6585463947143302,-5.4896835474302454
60,2,-0.8895962998353463,-7.736937981800941
61,2,-0.4121322004975568,-4.497910481085584
62,2,-0.6648865585636266,-6.5244247287774355
63,2,-1.4306965078062561,-14.805064710839787
64,2,-0.943222076636291,-11.603299699063555
65,2,-0.6561654486952139,-7.045110742238135
66,2,-0.34808564822455224,-4.178017620382044
67,2,0.03476838246512632,-2.5251262865040083
68,2,-0.647828076423819,-5.082337833236247
69,2,1.3838242721778862,6.610400020375718
70,2,0.49438316107852154,4.944168308970659
71,2,-1.19085180859707,-12.594346612476299
72,2,-0.11211725048550975,-2.1742088893234266
73,2,-0.33642724325223017,-6.0361712879346365
74,2,-0.6154677374647872,-6.566184900665478
75,2,-0.412288264938467,-5.978702877642357
76,2,-0.34256315201810555,-5.195824414253329
77,2,0.302013582508703,1.109141728022333
78,2,1.08237829924675,7.114214904565957
79,2,-0.3877985360474464,-3.688931098349674
80,2,-0.7679992792030195,-10.264945305114203
81,2,-0.21473830276566674,-2.8616158367045497
82,2,-0.6559931349014755,-6.636743909846504
83,2,0.3905203455470814,5.756705286094107
84,2,0.5438312202392312,2.2408599164829983
85,2,-0.09846029681532757,-4.089365193471879
86,2,-0.5969084704830113,-6.3527046806544085
87,2,-0.2766182998700957,-5.294796998661654
88,2,-0.02299960030193286,-0.14155972970254788
89,2,-0.12646996195963686,-0.9670550859105239
90,2,-0.028584525839460286,-0.05191539733942298
91,2,0.5796844557066407,3.302581535256222
92,2,0.2943503127613226,3.549116842619453
93,2,-0.21180154419606367,-3.858811673883118
94,2,-1.025911132866466,-12.404578676967285
95,2,1.0939211277149812,6.871145115338297
96,2,0.4077881485781978,-0.21098003066495377
97,2,-0.8040321982639562,-8.425774982362356
98,2,-1.3493150583939995,-12.136290053795005
99,2,-0.8050662561490213,-7.035728073283498
100,2,-0.36168826287396993,-4.4559659364045405
101,2,0.39326184931115626,2.341224333858198
102,2,0.25605630702309057,0.5852289880195293
103,2,-0.3929832006650086,-3.3953901314561876
104,2,0.40789129881854275,2.606749339658846
105,2,1.0989228973681815,8.756689172183368
106,2,0.48273298074759563,2.8901073672387345
107,2,0.5052205292430528,4.543583177444036
108,2,0.5904835737271688,3.6014804770239013
109,2,-0.08976294165176595,-2.2776798622783065
110,2,0.6126257851013043,6.176581173096569
111,2,-0.64154389215055,-6.139492014315228
112,2,-0.3788328359206637,-5.003165396016078
113,2,-0.8575480446248586,-9.343387364687255
114,2,-0.3452418917564716,-4.75530186509856
115,2,-1.0723224111915528,-11.936530159897776
116,2,0.5002022068363952,2.6942898110657882
117,2,0.2239256161721329,-0.9090038532798734
118,2,0.13951808491663867,2.910432733099178
119,2,0.4525441680723221,4.965548122649647
120,2,0.024304313157555952,-0.8440369809211614
121,2,-0.4860538382174208,-9.01863395536375
122,2,0.22164472921993966,1.3964263539503132
123,2,0.047424268386603435,2.8984832624729395
124,2,0.34163317904807494,2.9682763054956967
125,2,-0.1751684433950777,-2.5212587787548455
126,2,-0.1769468275393571,-2.0901156256430715
127,2,-0.18510513294590147,-1.999976006352135
128,2,-0.01549985574399729,-0.8145984482181151
129,2,-0.13936861029598122,1.118689766988012
130,3,-0.7730879801987395,-8.188076539594334
131,3,-0.7673712367675737,-7.318628525723246
132,3,-0.5699919157983862,-5.408529643906506
133,3,-1.2499012269421101,-10.789247065722295
134,3,-0.3698974696623626,-1.8666427202025422
135,3,0.011023053027903684,1.0744899505693095
136,3,-0.7790150324843619,-3.295515005022068
137,3,-0.4482202134920637,-1.7068698198891428
138,3,-0.13632794784388394,0.722189761115347
139,3,-0.5883547205605688,-5.190405357474672
140,3,0.054859756392672494,0.3120857013170805
141,3,0.23835311592123443,2.3898741157610557
142,3,-0.45767423238482985,-3.9725751847051964
143,3,-0.6585838548471683,-3.5086785096848367
144,3,0.4759702314012723,3.301175208500878
145,3,0.1833093176970572,4.630452937583915
146,3,-0.2942733922156029,0.6868349023478145
147,3,-0.005845430530679992,1.6299976902633915
148,3,0.04851568941530608,1.5549988635615186
149,3,-0.0024475244733456435,-0.9556327316474074
150,3,-0.1742889828218397,-3.7668925026716154
151,3,0.22610235195858847,-1.1672817644185896
152,3,-0.5624627592061497,-7.006003731556861
153,3,0.7875703442085097,7.726538985799863
154,3,0.6521619961626695,5.106680226331175
155,3,0.2871781910380346,5.937635194682268
156,3,0.27724226773139726,3.603291843970226
157,3,0.0722518981224889,2.1479965215891177
158,3,0.8477603681661581,6.363139771252433
159,3,0.44044116508687464,3.146310643036928
160,3,-0.5056931388633347,-3.1190104081452446
161,3,-0.4541033607685745,-3.7296246851848545
162,3,0.07696022153647819,0.15924773209166776
163,3,-0.002980427843824787,0.5695487718212773
164,3,0.20581546669511855,1.4129126230746472
165,3,0.13935129380088726,2.8616019745631913
166,3,0.07253987436040504,-0.730338111318294
167,3,0.07673276419295508,0.0718908532405703
168,3,0.29353007588433,1.6623494467115516
169,3,-0.22483706872524234,-2.993600145412502
170,3,-0.005110791916488726,-0.6647403733617689
171,3,0.2277358365607654,0.728308919280906
172,3,0.2982369485850841,2.7334572496241774
173,3,0.10001539982728976,3.87100437968014
174,3,-0.08917270784443258,0.6971129636760371
175,3,0.7202590678337009,6.320146665587853
176,3,0.8490717672077924,6.936226958747306
177,3,0.0755635498706243,1.915155028810157
